bytes_sent,bytes_recv,duration_ms,packet_count,unique_ports,failed_logins,icmp_ratio,syn_ratio,protocol,hour,label,traffic_id,timestamp
2827.809110877429,17881.961793651688,131.93443020938457,52,3,0,0.04974017122959858,0.18116188860562482,TCP,19,normal,PKT-10047,2025-01-01 03:55:00
2364.917326282126,37789.30809075272,164.00236945082807,44,2,1,0.008281654050617272,0.11405710680014652,DNS,15,normal,PKT-10048,2025-01-01 04:00:00
4870.849022268427,33231.63216588489,215.88628965452136,13,1,1,0.03218791910997313,0.23665927185697458,UDP,14,normal,PKT-10049,2025-01-01 04:05:00
7347.077032504856,35936.23122383592,285.47696537954386,36,2,0,0.03499611803988624,0.26582531322174097,TCP,11,normal,PKT-10050,2025-01-01 04:10:00
5652.326407195471,39863.21547282157,116.21702828929516,40,4,0,0.04249292741234015,0.3350240457501928,HTTPS,17,normal,PKT-10051,2025-01-01 04:15:00
207343.75865609094,2938.968995224791,30313.82342209405,754,1,1,0.017039912188389565,0.189757172007387,TCP,2,data_exfil,PKT-10052,2025-01-01 04:20:00
3076.0480246092175,23182.72955227525,201.1118567466009,33,2,1,0.023581190698375137,0.19378332033527246,HTTPS,15,normal,PKT-10053,2025-01-01 04:25:00
72.81065521148484,79.20087318398727,3.1257015869737326,2453,3,0,0.8906522586399257,0.8321457886355387,ICMP,18,ddos,PKT-10054,2025-01-01 04:30:00
2757.4087546591923,22277.190441529892,323.4794284811643,49,3,0,0.04243343435736647,0.29506368225451274,TCP,13,normal,PKT-10055,2025-01-01 04:35:00
6671.888666866065,28627.483918269216,208.18053277179325,49,2,1,0.04252809717933707,0.1123459600157201,TCP,14,normal,PKT-10056,2025-01-01 04:40:00
7416.674222749431,22673.412181628497,243.91862992615287,56,2,0,0.028962709794727277,0.11656066996242136,TCP,12,normal,PKT-10057,2025-01-01 04:45:00
5869.341713714716,20021.46024244665,127.79947948453666,29,2,0,0.04505907096243064,0.19813367680634847,TCP,9,normal,PKT-10058,2025-01-01 04:50:00
6126.30348309689,28113.36510260118,290.31928807696136,42,2,1,0.007850566207589593,0.32599288467889515,HTTPS,9,normal,PKT-10059,2025-01-01 04:55:00
178.12133465079353,478.51278019658895,4546.140141645814,422,136,0,0.3031090499012145,0.7003869833368966,TCP,1,port_scan,PKT-10060,2025-01-01 05:00:00
5257.94049865559,41509.64385887385,275.4074896719834,34,4,0,0.025330556987992678,0.14367480763067075,TCP,17,normal,PKT-10061,2025-01-01 05:05:00
4498.315741466185,19153.48823098757,202.58960805816244,44,3,1,0.016005238294327345,0.21547373416031307,UDP,12,normal,PKT-10062,2025-01-01 05:10:00
237987.84865090717,3299.6007327882735,23260.143659450187,712,2,1,0.01998519803410909,0.16031680036674972,TCP,4,data_exfil,PKT-10063,2025-01-01 05:15:00
7771.7375194340675,27395.639907843746,117.07344201042744,51,3,1,0.016830351678275842,0.3745737328091142,TCP,13,normal,PKT-10064,2025-01-01 05:20:00
3015.950581468396,24591.86155454905,162.73854681135379,38,1,0,0.03534195869230142,0.12124014153209768,HTTPS,18,normal,PKT-10065,2025-01-01 05:25:00
5393.0537181115715,33238.84070108567,176.02775487557074,39,3,1,0.01075379040781671,0.20561215901302626,DNS,11,normal,PKT-10066,2025-01-01 05:30:00
7905.846743644275,35296.65227665402,197.41303050438276,58,3,1,0.04948292483358719,0.3606237327410601,TCP,15,normal,PKT-10067,2025-01-01 05:35:00
1019.6296504375493,899.1088030403471,72.63045626339135,57,1,65,0.026081025315217995,0.592714225514689,SSH,0,brute_force,PKT-10068,2025-01-01 05:40:00
6110.021354456503,23467.399140355403,171.81879720401847,46,3,0,0.0005376858800012763,0.31342175424387175,TCP,17,normal,PKT-10069,2025-01-01 05:45:00
212.4802815507471,400.8050262860592,3790.878695319044,490,115,2,0.3346584087568857,0.858487746881307,ICMP,2,port_scan,PKT-10070,2025-01-01 05:50:00
4364.590090308742,44898.540491159045,51.49507463084345,30,2,1,0.007875881794434297,0.2897713659357962,TCP,13,normal,PKT-10071,2025-01-01 05:55:00
4273.745849999632,16759.237254518528,199.43065158971874,35,4,1,0.049713933695792044,0.3812080964736354,HTTPS,15,normal,PKT-10072,2025-01-01 06:00:00
5645.4520384363295,29814.13031319707,162.56189493405662,41,3,1,0.013711928611266928,0.14265580390450816,TCP,15,normal,PKT-10073,2025-01-01 06:05:00
4327.153687957469,37012.34883265216,169.75685666148186,54,3,1,0.010889916761015745,0.1490249732620789,TCP,9,normal,PKT-10074,2025-01-01 06:10:00
1030.0447516994907,462.3042178268412,131.17431494452543,40,1,67,0.009810591370337574,0.6705749988556613,TCP,15,brute_force,PKT-10075,2025-01-01 06:15:00
5712.045632694803,21017.852541832042,160.52254326768994,51,3,0,0.020582784756486807,0.3996086477561148,DNS,13,normal,PKT-10076,2025-01-01 06:20:00
8193.870668042448,23901.412335778783,95.17626001876486,57,3,0,0.019847734758575028,0.25184444669217854,TCP,18,normal,PKT-10077,2025-01-01 06:25:00
4667.695826403799,45980.1134224381,303.28232441473085,24,1,1,0.029265495229276184,0.31508757876834226,HTTPS,9,normal,PKT-10078,2025-01-01 06:30:00
2654.7830781969674,24280.987504819925,176.93716334981448,31,4,0,0.0008412969626412359,0.33733993700786447,UDP,17,normal,PKT-10079,2025-01-01 06:35:00
5834.800164126895,34498.18297531595,258.51939263527476,49,4,0,0.04247309093220806,0.3851946637446807,TCP,8,normal,PKT-10080,2025-01-01 06:40:00
5161.82066651455,19436.0881267437,213.65000628318342,58,1,1,0.016713670585719088,0.36274498986921333,TCP,16,normal,PKT-10081,2025-01-01 06:45:00
8115.470793580629,32415.765940154168,428.5950738511892,42,3,1,0.011718331624753043,0.23133051011965292,UDP,15,normal,PKT-10082,2025-01-01 06:50:00
5964.990192033567,36134.58297427395,173.8155655795981,54,1,1,0.023925623047069196,0.20309377771892928,TCP,11,normal,PKT-10083,2025-01-01 06:55:00
2462.056026245355,37703.68458599558,10.0,54,4,1,0.037297217796790745,0.3256495200593321,TCP,11,normal,PKT-10084,2025-01-01 07:00:00
4559.331619771805,27460.491561298542,51.00121979001639,37,4,0,0.00536829248432651,0.2937842712750656,TCP,8,normal,PKT-10085,2025-01-01 07:05:00
2817.7662721133165,32916.2759122661,204.13586571428917,43,4,1,0.04222067733296218,0.10175500680208217,HTTPS,18,normal,PKT-10086,2025-01-01 07:10:00
6140.19962806378,20176.00095342002,224.30699405100503,46,2,1,0.01393082796040862,0.36257254276359285,TCP,13,normal,PKT-10087,2025-01-01 07:15:00
121.30409058629623,122.9441281517977,6.078877041273296,2213,1,2,0.590097086854475,0.8039099943285947,ICMP,17,ddos,PKT-10088,2025-01-01 07:20:00
4108.399471701897,33287.860615207,210.39438833328592,48,1,1,0.024695487157719954,0.17242301988726783,UDP,8,normal,PKT-10089,2025-01-01 07:25:00
67.83844682878966,66.1536788288275,7.1250670326198335,1762,2,2,0.9069854776594302,0.9999954040835388,TCP,20,ddos,PKT-10090,2025-01-01 07:30:00
3951.6043571318805,24513.178590586856,130.94514701245782,60,4,1,0.018780298606435115,0.3789653631858898,HTTPS,16,normal,PKT-10091,2025-01-01 07:35:00
1098.313303289753,628.2190764324279,113.16004502251027,58,1,34,0.014313816837457478,0.6790726054902897,TCP,3,brute_force,PKT-10092,2025-01-01 07:40:00
6241.982265195588,30816.250377924593,295.2244562808094,38,4,1,0.029099936272799415,0.27174687273663406,TCP,15,normal,PKT-10093,2025-01-01 07:45:00
4765.043153512865,37394.86205749947,126.57971700659887,18,1,0,0.025439656938674067,0.21938516988108242,UDP,15,normal,PKT-10094,2025-01-01 07:50:00
4899.570240652699,29212.431981536964,118.62205271186869,37,1,1,0.0009711394029370213,0.1510690901778231,UDP,17,normal,PKT-10095,2025-01-01 07:55:00
3080.238563539969,35837.72539026967,129.34402950759005,28,3,0,0.02145375579934097,0.21266789273725248,HTTPS,10,normal,PKT-10096,2025-01-01 08:00:00
1534.844845051034,42254.23112480842,231.2580020871117,57,4,0,0.007565391073760558,0.11492162965632055,HTTPS,8,normal,PKT-10097,2025-01-01 08:05:00
5266.09417195541,30725.940510017383,219.7346519688595,34,1,0,0.017163085904019177,0.25564427474614004,UDP,12,normal,PKT-10098,2025-01-01 08:10:00
4494.012256897241,28847.77871956259,239.38375295504295,42,3,1,0.00743099181384519,0.27105791160968146,UDP,19,normal,PKT-10099,2025-01-01 08:15:00
5879.333497038917,30671.848026515636,343.863016073845,25,1,0,0.03546370055711241,0.28950051567398083,HTTPS,19,normal,PKT-10100,2025-01-01 08:20:00
5281.960381229157,37676.72420600059,150.7059932660381,39,3,0,0.013646990588745007,0.3881591391714114,TCP,10,normal,PKT-10101,2025-01-01 08:25:00
5470.270771175293,20793.083926515465,90.53325619591061,29,1,1,0.01783463998277105,0.2595336529853829,TCP,16,normal,PKT-10102,2025-01-01 08:30:00
4113.344862213342,33784.6975842198,139.82713055459837,52,2,1,0.009015572299758856,0.26825847188091634,HTTPS,19,normal,PKT-10103,2025-01-01 08:35:00
6190.0208527998875,36648.2548613438,144.30303587360802,30,1,1,0.01952424948842605,0.3575028016277588,HTTPS,8,normal,PKT-10104,2025-01-01 08:40:00
7207.237959489736,36359.458023325016,109.04619348716524,39,2,0,0.029438539149478606,0.32388454382060433,TCP,12,normal,PKT-10105,2025-01-01 08:45:00
7149.821759909259,12635.076721636706,230.9646983516595,50,4,0,0.03848750836753247,0.278691225403072,TCP,18,normal,PKT-10106,2025-01-01 08:50:00
4979.529812307055,30543.305353354684,266.1125847914606,42,1,0,0.0434008647216261,0.38517651521472807,HTTPS,17,normal,PKT-10107,2025-01-01 08:55:00
5938.385590951005,29172.639091402933,141.91879218392185,49,2,1,0.02369922365145455,0.3941920825427765,HTTPS,10,normal,PKT-10108,2025-01-01 09:00:00
2319.938732947883,33023.76798395759,129.00289402062722,38,3,1,0.031766712152379216,0.34968504547324275,HTTPS,11,normal,PKT-10109,2025-01-01 09:05:00
2383.121019538711,28790.018826028994,313.7685079938845,37,1,0,0.047610036270445605,0.19742563493224252,UDP,9,normal,PKT-10110,2025-01-01 09:10:00
3166.438531190145,24624.703810562583,258.08786891570674,47,1,1,0.020425833506792737,0.3429307537143864,HTTPS,8,normal,PKT-10111,2025-01-01 09:15:00
5444.627001212989,19664.94185414648,132.2604725692784,36,3,0,0.016546038990723332,0.34521686122494577,TCP,13,normal,PKT-10112,2025-01-01 09:20:00
6295.742020547283,34786.77637659906,248.23495550041778,50,3,0,0.00976208115148352,0.10128484318988051,TCP,19,normal,PKT-10113,2025-01-01 09:25:00
4191.843023573385,33748.42222804962,219.91471283173263,18,2,0,0.015182256726906668,0.33241077790336815,HTTPS,17,normal,PKT-10114,2025-01-01 09:30:00
1499.5758202275429,26087.38025504861,342.17462722061794,35,2,1,0.038791540175761946,0.3354885739864534,TCP,15,normal,PKT-10115,2025-01-01 09:35:00
3122.529178840791,35062.86331685845,179.8349747677315,52,3,1,0.0022470701754603527,0.22799049926633522,HTTPS,17,normal,PKT-10116,2025-01-01 09:40:00
6346.723112615822,18119.55616698051,217.2078508655229,27,3,1,0.010136087728134164,0.23911339186638658,TCP,13,normal,PKT-10117,2025-01-01 09:45:00
7025.937681428985,29896.489855171294,327.43296712982465,40,4,1,0.006830220138982768,0.23038128523558304,UDP,18,normal,PKT-10118,2025-01-01 09:50:00
4425.2190182960185,44354.960436802874,221.9073918646765,45,3,0,0.04077513779627284,0.20724645261943628,HTTPS,8,normal,PKT-10119,2025-01-01 09:55:00
3055.2915078878586,32380.08856948444,250.0540457276923,23,3,0,0.043222519096439274,0.15991704910630988,TCP,13,normal,PKT-10120,2025-01-01 10:00:00
5101.3686042333375,37751.982962206865,144.46891510834675,49,1,0,0.049825262981727944,0.24231463987341043,HTTPS,15,normal,PKT-10121,2025-01-01 10:05:00
3766.62497406452,44413.93558197717,192.91088437974662,61,1,1,0.04389568882940035,0.1917828989291725,HTTPS,17,normal,PKT-10122,2025-01-01 10:10:00
224058.70443372687,5324.812101685453,36076.269966105756,604,1,0,0.015309367688600107,0.1356084039378754,TCP,3,data_exfil,PKT-10123,2025-01-01 10:15:00
4498.8148389487815,33030.740827667156,276.8587446075571,24,4,1,0.0448303456073717,0.37992257244353345,TCP,19,normal,PKT-10124,2025-01-01 10:20:00
5228.8437681537025,30068.045013785228,137.3456110627866,27,4,1,0.023766672569165516,0.20991164647284713,HTTPS,17,normal,PKT-10125,2025-01-01 10:25:00
7004.279150018257,34448.60219058521,238.48229318109242,30,4,1,0.04013229706965456,0.27233865806174734,TCP,19,normal,PKT-10126,2025-01-01 10:30:00
3759.942429624658,27171.082067090843,293.19555561505024,61,3,0,0.035470645753066236,0.3637714656699933,HTTPS,11,normal,PKT-10127,2025-01-01 10:35:00
5353.1725524648955,32691.20750951898,360.87408899204115,42,1,0,0.004154138734602575,0.32198306895454404,HTTPS,11,normal,PKT-10128,2025-01-01 10:40:00
82.88251894439048,53.08589499382987,8.333217816629844,2837,2,1,0.7400712344143627,0.8664489030804177,UDP,14,ddos,PKT-10129,2025-01-01 10:45:00
3439.1209212313506,35237.27622758229,374.86910131341006,29,2,0,0.018679550323619565,0.2878146631736229,TCP,10,normal,PKT-10130,2025-01-01 10:50:00
7424.31452247681,30116.22305550055,169.62588233214615,52,3,1,0.025533031586994853,0.13680204088359524,HTTPS,11,normal,PKT-10131,2025-01-01 10:55:00
3779.3409076281832,26961.54790568084,198.63696885300297,41,3,1,0.04576632638449808,0.30474678580062053,TCP,15,normal,PKT-10132,2025-01-01 11:00:00
4390.377475423076,42491.505614428585,133.53840947157315,52,2,0,0.03560005134160257,0.3638303937861006,HTTPS,11,normal,PKT-10133,2025-01-01 11:05:00
2755.0419651450106,28492.92698188493,200.93731341754923,46,4,0,0.042132462033526746,0.27234029778140756,UDP,8,normal,PKT-10134,2025-01-01 11:10:00
4981.873023817599,14020.266456881123,204.47514801059205,49,4,0,0.006841589200197368,0.24685863979914327,DNS,15,normal,PKT-10135,2025-01-01 11:15:00
4496.588947822031,24708.664861545472,135.6378695820149,40,2,1,0.00813748596499282,0.10906576112540498,TCP,9,normal,PKT-10136,2025-01-01 11:20:00
3010.410923390654,41538.43832948995,42.09329041128291,49,2,0,0.045489677250199735,0.3351779607253499,TCP,17,normal,PKT-10137,2025-01-01 11:25:00
2409.019365211477,21390.038397449855,186.88371999784027,36,1,1,0.04593989964911713,0.19216034008969396,TCP,9,normal,PKT-10138,2025-01-01 11:30:00
5237.809536615071,28232.261457709166,229.16200303942418,42,3,1,0.021901339063536574,0.17137296599929924,HTTPS,17,normal,PKT-10139,2025-01-01 11:35:00
5233.1439915026995,21424.299581678246,183.2774195178064,35,4,1,0.006230512703977032,0.2688873561358875,UDP,14,normal,PKT-10140,2025-01-01 11:40:00
4455.419230152393,21111.160792659535,156.97509229142884,42,1,0,0.0035543698472540633,0.17289575858884576,TCP,15,normal,PKT-10141,2025-01-01 11:45:00
3420.652233944076,35605.78525487668,107.12704348906088,37,4,0,0.026099869352286798,0.2973675344217985,UDP,14,normal,PKT-10142,2025-01-01 11:50:00
2010.409443418766,48253.06301820849,295.1027291483099,43,2,1,0.0120744530310897,0.21351280444161136,TCP,9,normal,PKT-10143,2025-01-01 11:55:00
6911.6708254118585,28367.44387961252,207.26400188880382,63,1,1,0.00661926456271752,0.2352848946650112,UDP,17,normal,PKT-10144,2025-01-01 12:00:00
4534.274035706085,31895.5888923676,126.1216176053357,53,1,1,0.017320337298720435,0.27744630222387867,HTTPS,8,normal,PKT-10145,2025-01-01 12:05:00
4644.724603235473,24751.56050687226,178.68691727398584,56,2,0,0.02159830284905392,0.19954378757731145,HTTPS,10,normal,PKT-10146,2025-01-01 12:10:00
6499.736370365442,27963.13464187176,178.32850983432502,33,2,0,0.011814505075848282,0.13230673668875842,TCP,9,normal,PKT-10147,2025-01-01 12:15:00
3046.730739706523,38799.83720273667,308.64968766938085,20,3,1,0.01847355230906264,0.14492026248003118,HTTPS,13,normal,PKT-10148,2025-01-01 12:20:00
4294.441018560807,32228.60731609445,181.08428640283893,35,2,0,0.0454308886257506,0.18600760763712265,TCP,11,normal,PKT-10149,2025-01-01 12:25:00
4880.405654214787,28775.792990350295,263.2272465427763,22,2,1,0.023152340337629036,0.37356147480010593,TCP,12,normal,PKT-10150,2025-01-01 12:30:00
1152.8834872691496,15859.023096484952,163.56150009161462,29,1,1,0.0035793651075958,0.26519243824582084,TCP,17,normal,PKT-10151,2025-01-01 12:35:00
3323.923830515588,29603.52929958734,175.27821078430003,26,2,0,0.018305283110822468,0.18313909370241815,TCP,13,normal,PKT-10152,2025-01-01 12:40:00
4165.712061726312,31296.476472502996,168.97696355605675,32,4,0,0.013746584598519086,0.3351854740616686,HTTPS,10,normal,PKT-10153,2025-01-01 12:45:00
3504.1297585977773,23101.456324195657,389.9685240021145,13,4,0,0.049783490031269764,0.19511246887283595,TCP,10,normal,PKT-10154,2025-01-01 12:50:00
4215.92195574548,18582.908782510072,52.293039110361576,64,2,0,0.014296247441847133,0.2799674277031885,TCP,18,normal,PKT-10155,2025-01-01 12:55:00
808.3708951564955,514.9429605603781,147.37009334769667,73,1,28,0.02637132991417911,0.5178645986936206,TCP,14,brute_force,PKT-10156,2025-01-01 13:00:00
6991.5291984015375,12001.72977638714,147.17599071824088,49,3,0,0.04980636288193036,0.35879923772592737,UDP,17,normal,PKT-10157,2025-01-01 13:05:00
4536.990416680381,32061.123367369284,207.567402636616,32,4,0,0.028793862926794145,0.19470907175145796,UDP,12,normal,PKT-10158,2025-01-01 13:10:00
4471.799674267656,30232.879572613354,290.56418307313425,53,2,1,0.014752007024826909,0.24964867732804633,HTTPS,15,normal,PKT-10159,2025-01-01 13:15:00
3206.2405316164404,21253.40913690094,148.83972872900193,38,4,0,0.010368643761969071,0.31439204835370815,TCP,18,normal,PKT-10160,2025-01-01 13:20:00
6319.096962294243,28383.334036884768,223.05752504722594,29,3,0,0.04616117676348083,0.35363736961462855,TCP,16,normal,PKT-10161,2025-01-01 13:25:00
4761.222692929909,48478.75537672063,144.4588990201545,42,4,0,0.010767858373970225,0.21543839049871222,TCP,14,normal,PKT-10162,2025-01-01 13:30:00
6166.651083627388,35993.783417606835,421.39487136258083,55,3,1,0.03404833000625795,0.313266304818847,HTTPS,9,normal,PKT-10163,2025-01-01 13:35:00
3682.771449606874,36049.98530903845,203.17548212780494,49,2,0,0.006487859503616845,0.11547386332134191,DNS,8,normal,PKT-10164,2025-01-01 13:40:00
3646.365357811231,23169.926219300705,211.0564103482624,69,3,0,0.0024767471033437906,0.2820035545773922,TCP,17,normal,PKT-10165,2025-01-01 13:45:00
7402.668336981373,40907.42969668559,248.50329248869667,46,2,1,0.04179425087765712,0.20660796110679958,TCP,14,normal,PKT-10166,2025-01-01 13:50:00
5578.769828834751,31814.288368873084,53.72837508467981,44,3,1,0.009145159199334119,0.2975300278549828,TCP,14,normal,PKT-10167,2025-01-01 13:55:00
7591.025321246278,39040.79453123611,155.63420754876424,50,2,0,0.008484846612093273,0.11454837468158995,TCP,10,normal,PKT-10168,2025-01-01 14:00:00
5646.231504511824,8617.324535176496,286.22746845961456,61,2,0,0.04537075932968367,0.31305008214960894,UDP,19,normal,PKT-10169,2025-01-01 14:05:00
203815.34054245232,4243.323930952195,33729.80098121183,1009,2,0,0.008440385244797795,0.13795277426223515,TCP,3,data_exfil,PKT-10170,2025-01-01 14:10:00
3265.4785096020005,7063.560369738054,218.75448931856783,58,4,0,0.04410424995477512,0.15347380094532806,UDP,15,normal,PKT-10171,2025-01-01 14:15:00
4205.840858950889,35419.21094953842,127.94462530298587,32,3,1,0.00015305524320464726,0.13501110750365783,TCP,19,normal,PKT-10172,2025-01-01 14:20:00
5871.165642994695,36366.70924175819,212.67584403997878,53,3,1,0.0012241720733805195,0.20912019386782488,TCP,16,normal,PKT-10173,2025-01-01 14:25:00
6269.875978765106,37701.26057989473,219.62968071962658,35,3,0,0.009337310883489486,0.14129043553971082,TCP,15,normal,PKT-10174,2025-01-01 14:30:00
4007.111088400023,37581.196878786395,117.96718977776764,29,1,1,0.04538479517692113,0.3576019361451592,TCP,13,normal,PKT-10175,2025-01-01 14:35:00
4622.033932689672,25231.288802750667,281.9610140341352,24,2,1,0.0059065425139537,0.32004723925898104,TCP,14,normal,PKT-10176,2025-01-01 14:40:00
